Name,Cell Area,Cell Perimeter,Cell Major Axis Length,Cell Minor Axis Length,Cell Circularity,Cell Eccentricity,Cell Extent,Nucleus Area,Nucleus Perimeter,Nucleus Major Axis Length,Nucleus Minor Axis Length,Nucleus Circularity,Nucleus Eccentricity,Nuc Cyt Ratio,Minkowski–Bouligand dimension,Mean Pearson's r whole,Mean Pearson's r 64x64,Mean Pearson's r 32x32,Mean Pearson's r 16x16,Mean Pearson's r 8x8,Mean Pearson's r 4x4,PredDTree,PredPKNN,PredMSVM4
0021.tif,5658,470.97265478953017,121.50958062302591,63.08342887752265,0.3205394022347773,0.8546744957050668,0.5816200657894737,323,84.39696961966999,25.47818536651745,16.578040794049937,0.569847543335299,0.7593555778246853,0.05708731000353482,0.9787777479117702,-0.2510822249637843,-0.01628052890749032,0.032228009367790876,0.06556588398936618,0.10984851853212531,0.10644682967065387,Not,Not,0
0022.tif,10767,888.3534264870236,289.77700255869274,51.1705622847213,0.17144823298311487,0.9842852147529898,0.3076285714285714,452,106.60407640085654,34.49422351117479,17.004273976260045,0.4998050905215772,0.8700519490109925,0.04198012445435126,1.1659362626860448,0.003172407589073195,0.06970615639664071,0.11905500851615135,0.22514428177763532,0.2328131006236599,0.15833727233111844,Not,Not,0
0023.tif,20967,1040.5615792887368,389.07763859239355,79.12423675293125,0.2433383654346078,0.9791032827878902,0.37707040733746966,0,0.0,0.0,0.0,0.0,0.0,0.0,1.076290563537056,-0.18942366054616946,0.20363062633037737,0.24257155347828324,0.2520983885388484,0.23276061220516653,0.19130070792787354,Not,Activated,0
0024.tif,21824,739.8204178980326,208.07474143256138,141.01631665373947,0.5010621424067286,0.7353204976016262,0.5992805557843864,235,88.49747468305833,20.47565666744951,16.34065370293291,0.37706478123144244,0.6025876202403152,0.010767961876832845,1.041571954999358,-0.3609691556579295,0.20712583282640484,0.17128328480040875,0.24312505094320963,0.20688978876259287,0.14089203949083925,Not,Activated,0
0025.tif,10924,1691.5809152724928,307.85444791441023,77.48404075021993,0.047974007872662094,0.9678077757782362,0.2818369453044376,176,62.698484809834994,17.24216203131748,14.058272223402186,0.5626112868058237,0.5789785493430576,0.016111314536799707,1.2759520468577983,0.9001414186691874,0.7864440704998337,0.726547296836732,0.651811730483219,0.5931220107174743,0.4841895790042131,Not,Not,0
0026.tif,11715,757.216341497176,181.86505748890525,95.16473580054485,0.25675103391345816,0.8521662484230359,0.4335356376285989,457,85.42640687119285,29.261815804363646,19.99645606385908,0.7869402961445542,0.7300783274825153,0.039009816474605205,1.0914973475499883,0.08960512159799926,0.20036218537105444,0.3202224409289899,0.34155986378723474,0.30032354183161614,0.23650431784514056,Unknown,Not,0
0027.tif,9454,1062.5615792887368,379.39728704424806,60.13184923598411,0.10522459072336478,0.9873600861344459,0.15150641025641026,492,100.98275605729691,34.19153066864192,18.535054883987748,0.6062901713796165,0.8403172638978216,0.05204146393061138,1.1889041131608253,0.016343447381735158,-0.018524483406045584,0.13282382697349512,0.19998730173827153,0.1912838686755668,0.17275269157790227,Not,Not,0
0028.tif,11726,1116.2468247692254,197.82740256021307,123.54883038067503,0.11826038290436985,0.781002101628512,0.5211555555555556,144,58.11269837220809,21.92331023566944,9.233282145303978,0.5358340068137858,0.9069850705139745,0.012280402524304963,1.2505840111475948,0.18150451442097107,0.2674041619795317,0.28991917241746523,0.3402615429322989,0.34834080924180916,0.3004293100542349,Not,Not,0
0029.tif,2807,296.53405460951757,102.50249992213867,35.86894853866681,0.4011466085882096,0.9367749445607773,0.46039035591274396,339,89.49747468305833,27.390010859931223,16.13339866246014,0.5318485749269778,0.8081148781118389,0.12076950480940506,1.1841342909444008,0.2040226936768501,0.32048199134756244,0.21462709333726454,0.2271522535158954,0.17172624832463873,0.11025646501875672,Not,Not,0
0030.tif,40915,1546.4276323604686,305.0980910208255,205.64556114824018,0.21499740446128238,0.7387030907520977,0.44741273729332515,965,134.53910524340097,40.40549998743367,30.642586019246153,0.6699464763270263,0.6518166311585867,0.02358548209703043,1.1283847533093736,-0.3236832705578424,0.14988522989543726,0.27228950166413174,0.2846517298723936,0.2357356211237364,0.17889439331460075,Activated,Activated,0
0031.tif,42515,1857.1149698820102,306.6857093181633,216.24347725931136,0.1549082207970784,0.7091098816363044,0.41492216854535696,1120,154.75230867899737,52.30956235240091,27.547939296061077,0.5876971885578566,0.8500927788943686,0.026343643419969424,1.1305214849741518,0.35599969091652617,0.5107743045436761,0.5015229198679588,0.452013100526899,0.4009246084814301,0.3108669866576279,Activated,Activated,0
0032.tif,16054,1192.1301217836606,179.7053224423298,142.6529536629676,0.14195340020436287,0.6081580520297847,0.3835531345565749,405,91.04772721475248,30.85313655231357,17.008214004931002,0.6139410447577602,0.8343310736616206,0.025227357667870935,1.2055862394314643,-0.26118111891491325,0.18137075530984884,0.18522254628318768,0.17055415818315978,0.11290303761516932,0.08127028452418156,Not,Not,0
0033.tif,8004,714.1513703397205,139.97253028854723,88.74747566884832,0.19721338899207586,0.7733043950339503,0.4230443974630021,289,71.25483399593905,23.671553482486154,15.664942938821865,0.7152848745267887,0.7497136705140728,0.036106946526736634,1.0479723530528664,-0.35977696027255635,0.27757707439383017,0.233703067780101,0.2103764490701396,0.19712801407687489,0.1578664049911214,Not,Not,0
0034.tif,8535,821.2935059634514,189.03612618476313,87.95426535084441,0.15900713474009273,0.8851648450724338,0.41033653846153845,407,98.18986283848345,33.16689574110857,16.175173574793536,0.5304823838610179,0.873016703280104,0.04768599882835384,1.151873396411267,0.6683622024495743,0.5044833997604661,0.5621552971061929,0.4819848700770333,0.49711616823245725,0.4113029809983205,Not,Not,0
0035.tif,22916,1269.644840409422,228.2166275335078,162.49429438965112,0.1786422472526508,0.702161444472711,0.37177157689811813,846,198.82337649086284,46.49178704423787,27.771462339786908,0.2689337683500772,0.8019871739256894,0.03691743759818467,1.1916954923452705,0.034975356670960724,0.4198620756562728,0.46309062191815104,0.4494137464490671,0.4158792302652706,0.32374167949233745,Activated,Activated,0
0036.tif,15807,1104.1179284748407,329.54513359292764,100.84690809694052,0.16294025567593937,0.9520255650364638,0.26193080135215746,591,104.22539674441617,37.012875548060876,20.55151727411537,0.6836758368890745,0.8316813652747057,0.03738849876636933,1.1636017424572738,0.4908748781198262,0.47688565961605156,0.526689591403988,0.4902794619672248,0.4854460119546859,0.3885932875059717,Not,Not,0
0037.tif,5880,508.22748878546923,170.66471583294003,49.938109174373245,0.28606905909065966,0.9562320366515114,0.42042042042042044,396,92.98275605729688,35.136712445390316,14.543025572415303,0.5755727446890709,0.9103231276306449,0.0673469387755102,1.026873741499597,0.15196574580069067,0.06917075568080888,0.1955730470540526,0.22543602374695906,0.19331162976140454,0.15339746323700543,Not,Not,0
0038.tif,38758,1297.893577750951,264.4498994168276,189.58364403095928,0.28912993294615064,0.6971779116647286,0.6796787317620651,752,207.03657992645927,54.661150305024016,22.598113150255763,0.2204618943809246,0.9105396119966228,0.019402445946643275,1.1727814989810696,0.11325138446489945,0.17659256489465197,0.1049394771720578,0.07773254077533091,0.06949388547121248,0.052238477906790814,Activated,Activated,0
0039.tif,13990,802.2762620207482,307.92295214160316,61.78302773108982,0.27313647092764637,0.9796641309309846,0.3128913938092682,369,97.5685424949238,30.929543883882488,15.770506310678046,0.4870982792021764,0.8602426543407546,0.026375982844889206,1.1149172328587902,0.25329100753547695,0.46318933076812957,0.506877074251175,0.5791409081120754,0.5486439936432437,0.44096445567766596,Unknown,Not,0
0040.tif,41415,2310.9698756654493,298.62351216447547,204.66991831696143,0.09744935323043637,0.7281876856935845,0.5550120611096221,0,0.0,0.0,0.0,0.0,0.0,0.0,1.247497704380194,-0.05547198348228337,0.5081119254860742,0.5472987384174428,0.5075354329958612,0.43903009489918743,0.3371062791367045,Activated,Activated,0
0041.tif,21357,1346.018469431979,244.59557588850103,172.77404487458838,0.14813172268386054,0.7078465981620128,0.25668854114083794,594,103.9827560572969,34.253008315559946,22.37576583024093,0.6903568852034472,0.7571425820560649,0.02781289506953224,1.1083045184053275,0.684194367546639,0.6052867204452536,0.5329482722578504,0.5642700348692106,0.49892562133098994,0.41349276235264293,Not,Activated,0
0042.tif,29344,1821.9017664464138,283.70546003603636,161.5518764370323,0.11109109925721958,0.8220362210660485,0.468006379585327,650,114.16042558696059,38.79269405871055,21.661179522781552,0.6267467092615638,0.8295833077950877,0.02215103598691385,1.1817897161786242,0.15438222753778053,0.5014437089267636,0.515396332587228,0.46171413987858,0.38173285051868444,0.2861237704017155,Activated,Activated,0
0043.tif,193474,4311.701115257136,553.4499749579323,465.6733628204408,0.13077814662921977,0.5404112839851983,0.6050259867783274,2605,226.6579002700189,61.371926001311394,54.43539687174982,0.637200149839757,0.46181641493015685,0.013464341461901858,1.1346915158846576,0.09826557504676597,0.479098141856528,0.4696098535760101,0.43028696297613833,0.36507752053544634,0.2611087744479227,Activated,Activated,0
0044.tif,37723,2163.31807204984,391.5014203547216,236.8830604144172,0.10129204306786857,0.7961775261699005,0.23875316455696202,1505,204.0010460205265,56.117441160280045,34.589315088414715,0.45444525729560403,0.7874537805776944,0.03989608461681202,1.1448650210866076,0.007408883417366369,0.1260940337370269,0.17294884975398161,0.16782831215702035,0.14587744077085185,0.09848555335338553,Activated,Activated,0
0045.tif,22308,1111.0641046056783,190.63789144171758,162.52646437472632,0.22708699630133947,0.5226616714384146,0.6373714285714286,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0959810882211913,0.7851998147073571,0.7959739384721736,0.7713451277463136,0.6991145341255709,0.6390939519088342,0.5264517393538792,Not,Activated,0
0046.tif,22892,2559.436867076458,294.3639008810912,188.48854727428028,0.04391417805749708,0.7681041405692774,0.5687453416149069,1414,231.35028842544403,59.295459729518846,32.47911135513306,0.33198555146687364,0.836641803427411,0.06176830333741045,1.4109885029721463,0.6779135855132825,0.673623424652033,0.6329015659052637,0.5899076003972457,0.5109309908644886,0.4484629193969462,Activated,Activated,0
0047.tif,16515,864.7199128346443,174.43922333817412,143.91349423133823,0.27754762918577386,0.5651232293412514,0.5173872180451128,460,94.15432893255073,27.3210706638091,22.101375074931642,0.6520593263595467,0.5878777048616257,0.02785346654556464,1.063694031620219,-0.4121434840541671,0.05853023650603727,0.04926682741709627,0.08485408348210473,0.06741432390592092,0.06500036534048108,Unknown,Not,0
0048.tif,36667,3387.364932712815,323.44524170090943,265.7914833869322,0.04015700069332607,0.5698465832861775,0.3523911121362396,1085,155.50966799187808,42.82320021575888,32.55081749430684,0.5637996655034075,0.6497814503255704,0.029590640085090134,1.2819718646901295,0.10750146358654694,0.21251319004172853,0.2058497626764523,0.185560413249564,0.14838933489505204,0.13339240623881995,Activated,Activated,0
0049.tif,49394,1873.7190462828669,322.5677660562155,220.60819917177895,0.1767970925163025,0.7295638338000802,0.5067402589408457,0,0.0,0.0,0.0,0.0,0.0,0.0,1.1901788851979516,0.11967773303455106,0.46392316782964466,0.39408882819254365,0.36531844072132247,0.3134447537822226,0.22101824344199525,Activated,Activated,0
0050.tif,50477,3806.5081143570724,452.4633611755115,261.34894900693325,0.04377739144288062,0.816310379756871,0.4572192028985507,1590,177.6162697096763,58.650448991728425,34.779604571389186,0.6333466806595143,0.8052038613591358,0.031499494819422706,1.2603477172093056,0.06061041570792204,0.45513991568645373,0.4480993243834033,0.4127476222224109,0.3549527599569249,0.2869727429279583,Activated,Activated,0
0051.tif,12908,871.0102807365159,181.14523114403735,98.25683684572867,0.21380716674396053,0.8401073149564952,0.5266207009097956,544,120.57463914933368,40.45497780055743,17.50120436925411,0.4702153712291522,0.9015814395535187,0.04214440656956926,1.0996897197266888,0.23315800427762362,0.1410224123201785,0.15706150858301832,0.19606075549258878,0.15957127950355127,0.11345029186970552,Not,Not,0
0052.tif,15761,1539.7880220536792,176.41782003588983,154.2532736795786,0.0835356313252299,0.48527183766367016,0.47064620162446247,744,117.0893577750951,37.18077183127186,25.758372421276636,0.6819428051147107,0.7211418288895226,0.0472051265782628,1.2711063519120962,0.5530709210071822,0.6380415863706327,0.6452784855557956,0.5588636784263897,0.4878028197381646,0.3765155064961278,Not,Not,0
0053.tif,42524,2186.773916172556,558.2850960615359,128.08516644069405,0.11174708511430259,0.9733260858705348,0.2617666974453678,1017,156.54520189781084,41.8559433604888,31.428583118239857,0.521496376093208,0.6604443014113545,0.023915906311729847,1.1835146436534416,-0.22337349686767555,0.17290304018116243,0.24905672440110296,0.22275292799013532,0.2030948961555646,0.15752287697300088,Activated,Activated,0
0054.tif,87506,2862.191267796509,518.913258763543,300.9810861797233,0.1342302476375801,0.8146008373522245,0.4768719346049046,288,195.373629022557,32.05720226396877,26.902640462809465,0.09481356246180223,0.5438115362217715,0.003291202888944758,1.2090501285507307,0.36206322105425487,0.5257535286933522,0.5301540852151515,0.5102035420716337,0.4548467409895684,0.35759359985577316,Activated,Activated,0
0055.tif,8591,775.1574669941302,296.0299672181747,44.71874744618367,0.17966923277115204,0.9885243579820299,0.19971638460107866,588,104.18986283848344,36.51723888106733,20.61327059553317,0.6806694477799985,0.8254463785726919,0.0684437201722733,1.0884342959544124,-0.3085606048369114,-0.058123300388260406,-8.121998028648172e-05,0.05340533251049191,0.13810957827940049,0.08354398633096405,Not,Not,0
0056.tif,11037,1248.8752877877214,197.30959204640737,109.4987152623415,0.08892477243306522,0.8318777633272808,0.3688836898395722,684,143.78174593052026,36.10416107647023,24.97235776846654,0.4157750839511967,0.7222085769465746,0.06197336232671922,1.175402851819336,0.2998061675482193,0.18086401639370223,0.1941569315939884,0.21339071128249087,0.1756584648084459,0.1637973238230316,Not,Not,0
0057.tif,88444,3564.301007575886,473.6343014745727,286.2902878965447,0.08748417349560363,0.796639821357779,0.43335570897295816,1038,120.46803743153548,40.735961990181245,32.51361127486599,0.8988010003075033,0.6024521676375365,0.011736239880602415,1.2082474393265161,0.34629224262291103,0.6447231770058406,0.656770830894616,0.6505882951566255,0.6116344931457041,0.5046742224543951,Activated,Activated,0
0058.tif,76830,2737.480589677854,353.0967994372128,321.25847638591443,0.12883640569863472,0.4149785905328837,0.49783577834223214,1422,146.12489168102786,51.13671278270482,35.49328671839874,0.8368758894625964,0.7198918983231406,0.01850839515814135,1.1698323808949984,-0.1362377177466137,0.48360531537584683,0.5213780214722429,0.5203924299355871,0.4781201277753792,0.3801755906298387,Activated,Activated,0
0059.tif,87416,3544.0095936534885,407.69152381087497,354.5958366746394,0.08746031081143532,0.49346607378745494,0.39763464337700144,1485,146.12489168102783,48.521102747665395,39.124171106284045,0.8739526693754969,0.5914616933985458,0.016987736798755378,1.25626830053809,0.37760404148254584,0.5818052722931006,0.6294726127006325,0.6439878418579453,0.6055368377164576,0.516462691964651,Activated,Activated,0
0060.tif,34919,1663.5575746753798,270.08217376845175,187.5766211395422,0.15856085895025018,0.7194764361120892,0.3939640097027134,914,114.91168824543142,36.730583950620634,32.37094416341249,0.8698165151647981,0.47254295908959826,0.02617486182307626,1.155555711219947,-0.24960071930259023,0.27162668305597165,0.321083607909748,0.33499602559538316,0.29204248700080443,0.2421178468057116,Activated,Activated,0
0061.tif,102738,2926.3800846144654,397.0289411103319,356.59668431979105,0.15075770098567315,0.43966273238481157,0.5702281178886607,1572,153.19595949289334,46.99867805006631,42.7961454487937,0.8417202658045538,0.4133286919134262,0.01530105705775857,1.193169282156447,0.46090809848943326,0.7010816854266627,0.7129921240792993,0.7126233700198267,0.6867133107147912,0.599101275989577,Activated,Activated,0
0062.tif,53396,1786.125071149777,284.8020994583899,276.7462638425604,0.2103269167093932,0.23615964877713322,0.5932888888888889,770,112.81118318204308,41.586720084304,23.975849156033444,0.7603197656967347,0.8170784002718979,0.014420555846879917,1.099882042423893,0.10233948770499714,0.5755299251614505,0.6233103398640596,0.6075142029018469,0.5531839129435088,0.46225403476440907,Activated,Activated,0
0063.tif,47135,2056.600251256249,329.8154340477422,251.1812996580221,0.14004048506630304,0.6480692654110362,0.5237222222222222,979,124.71067811865474,38.66172736209834,32.50693752055781,0.7910160113861129,0.5413395648897795,0.02077012835472579,1.1584075780811556,0.15446137363826226,0.2531957980985206,0.30733902534784535,0.308618749152276,0.281670008577328,0.2256098058369328,Activated,Activated,0
0064.tif,162552,6510.991662627757,539.8013004404837,488.22818094113865,0.048184560590953295,0.42656042344578804,0.44840446661076044,3009,211.58073580374355,71.55655944799472,54.109869482239034,0.8446558718442643,0.6543599459901592,0.018510999557064815,1.2396590542900097,0.31294742761454347,0.5420506337302421,0.5454200104295517,0.5558313534900726,0.5253437251643961,0.4432412849080664,Activated,Activated,0
0065.tif,56774,1659.006276123159,315.12825410620667,242.28037838046686,0.2592168921963512,0.6394519967300247,0.7455939904919496,1081,126.22539674441617,45.01156643976689,30.606108358629566,0.8525936016656316,0.7332483070896982,0.019040405819565294,1.0993226276948311,-0.37385257231037716,0.06512643353614167,0.17566919667422537,0.18563927104268943,0.18305541965215666,0.15497592699612925,Activated,Activated,0
0066.tif,9431,717.9554108468271,191.65278298632336,94.39364518792367,0.2299178359328434,0.870298714780367,0.42946265938069217,562,89.01219330881975,33.917886732691855,21.11384460579592,0.8913477545241015,0.782620734481544,0.05959071148340579,1.1243091753614558,0.05556093636673737,0.15913902944728064,0.32202320741130863,0.3993921468106357,0.38370742180925577,0.3156585583111538,Not,Not,0
0067.tif,41478,2474.886614544764,430.62582354407783,192.77611791758406,0.08509755019764889,0.8942013363059429,0.22264090177133655,1130,143.57463914933368,45.17964410245191,32.82052868442827,0.6888629713902724,0.6872245583924332,0.027243357924682965,1.1705706842436203,0.4813384076596338,0.5928124937540017,0.5871617061571479,0.5901647472457815,0.5544723912709075,0.481214082648694,Activated,Activated,0
0068.tif,77286,2646.2957774732536,412.0794109330104,286.1341060738107,0.13868641661742553,0.7196216174169124,0.5134634165786379,1477,151.53910524340094,50.11357794552566,38.110835524140754,0.8082410832380773,0.6493505638200952,0.019110835080092127,1.188180445545585,0.24823000032399206,0.5242979796207359,0.5056777885334918,0.4977505188765939,0.43638329905697826,0.3339207717995716,Activated,Activated,0
0069.tif,69402,2466.9749262993328,411.6542384112377,252.6373157578459,0.14330204203467484,0.7895296541506721,0.563327922077922,2017,176.50966799187808,57.53393062211563,45.021040394881375,0.8135397283924618,0.6226344268220153,0.029062563038529148,1.1437538714708797,0.4511614299578136,0.35158729810467665,0.3674394641578665,0.38287124716154336,0.3736548260401179,0.2930213976963969,Activated,Activated,0
0070.tif,19194,610.7249634685276,168.21340682872332,147.62408150501483,0.6466719301216575,0.4793936640784912,0.653034839412085,915,118.71067811865474,43.16783564000107,27.024024041244825,0.815927153522098,0.7798052241231415,0.04767114723351047,1.0271576478342457,-0.28426802747778596,-0.026919221487431068,0.09846180923385375,0.07859699331873277,0.09901693663914918,0.06859157677866051,Not,Not,0
0071.tif,7709,504.2152954766495,217.8025721388039,55.58180309322251,0.38104465826956235,0.9668899999138677,0.4336746174617462,872,166.36753236814712,64.63801391956464,21.322170792968144,0.39590337031494743,0.9440262102629567,0.1131145414450642,0.9957516834123119,-0.418044864701847,-0.1946115978639922,0.11052389012040718,0.24964675347409723,0.22781255058072983,0.1576326905900886,Not,Not,0
0072.tif,231334,3024.639969244288,657.2240770626186,460.5056235753896,0.31776199803527333,0.7134728989024368,0.7089523879572424,2410,194.4091629284897,61.819877496129344,49.74086914171407,0.8012968693345367,0.5938041203493527,0.010417837412572298,1.0995943198380866,0.4552891249910646,0.7117349998072983,0.7156552331239229,0.7017172040594949,0.6480630065196799,0.5367870082414647,Activated,Activated,0
0073.tif,22937,857.5828278447967,200.80458610716727,153.57490210059498,0.3919172023231367,0.6442704031819808,0.6914149635256526,553,92.66904755831214,33.10577409928021,21.404885486379793,0.8092181154755969,0.7628627230500388,0.02410951737367572,0.9931748715641366,-0.3015960766776569,0.23067288105363146,0.2760369739858677,0.29917380212179984,0.2346481316083635,0.185082440780215,Activated,Activated,0
